ruleOrder,Setup.started,Setup.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,GNG_instructions.started,GNG_instructions.stopped,Practice_instructions.started,Practice_instructions.stopped,Fixation.started,Fixation.stopped,Practice.started,Practice.stopped,ITI.started,ITI.stopped,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,Food_item,Food_name,Category,Cat_name,Meat,Image_file0,Cond,Practice_image_file,Block_start_2.started,Block_start_2.stopped,Trial.started,Trial.stopped,responded,rt,resp_source,isGo,hit,miss,false_alarm,correct_rejection,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,block_loop.ran,Bye.started,Bye.stopped
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,72.456,72.89,,,,,,39,Muffin,4,,,,0,,,,71.039,72.206,1,1.084,kb,1,1,0,0,0,2,0,2,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,73.691,74.09,,,,,,54,Ice cream cone,6,,,,0,,,,72.89,73.439,1,0.47,kb,1,1,0,0,0,3,0,3,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,75.942,76.608,,,,,,41,"Chocolate snacks (e.g. Kinder, Knoppers)",5,,,,0,,,,74.09,75.691,0,,none,1,0,1,0,0,4,0,4,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,78.459,78.96,,,,,,33,Cinnamon roll,4,,,,0,,,,76.609,78.208,0,,none,1,0,1,0,0,5,0,5,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,80.81,81.528,,,,,,11,Crisps,2,,,,1,,,,78.961,80.56,0,,none,0,0,0,0,1,6,0,6,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,82.762,83.229,,,,,,47,Gummy candies,5,,,,0,,,,81.528,82.511,1,0.9,kb,1,1,0,0,0,7,0,7,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,85.08,85.396,,,,,,57,Fondant au chocolat,6,,,,0,,,,83.229,84.829,0,,none,1,0,1,0,0,8,0,8,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,86.529,86.847,,,,,,1,Apple slice,1,,,,0,,,,85.396,86.279,1,0.8,kb,1,1,0,0,0,9,0,9,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,88.698,89.298,,,,,,12,Crisps,2,,,,1,,,,86.847,88.447,0,,none,0,0,0,0,1,10,0,10,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,91.15,91.6,,,,,,24,Burger (beef),3,,,,1,,,,89.299,90.899,0,,none,0,0,0,0,1,11,0,11,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,93.451,93.917,,,,,,31,Croissant,4,,,,0,,,,91.6,93.2,0,,none,1,0,1,0,0,12,0,12,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,94.919,95.652,,,,,,37,Pain au chocolat,4,,,,0,,,,93.917,94.668,1,0.673,kb,1,1,0,0,0,13,0,13,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,97.502,98.135,,,,,,27,Kebab,3,,,,1,,,,95.654,97.252,0,,none,0,0,0,0,1,14,0,14,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,101.641,101.642,,,,,,50,Chocolate biscuit,5,,,,0,,,,98.136,100.637,0,,none,1,0,1,0,0,15,0,15,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,103.907,104.406,,,,,,12,Crisps,2,,,,1,,,,101.642,103.657,0,,none,0,0,0,0,1,16,0,16,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,106.256,106.791,,,,,,39,Muffin,4,,,,0,,,,104.406,106.006,0,,none,1,0,1,0,0,17,0,17,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,108.292,108.674,,,,,,31,Croissant,4,,,,0,,,,106.791,108.025,1,1.167,tap,1,1,0,0,0,18,0,18,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,109.075,109.51,,,,,,30,Onion rings,3,,,,1,,,,108.674,108.825,1,0.082,kb,0,0,0,1,0,19,0,19,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,111.359,112.127,,,,,,16,"Salted nuts (Cashew, peanuts, pistacchios)",2,,,,1,,,,109.51,111.109,0,,none,0,0,0,0,1,20,0,20,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,112.727,113.093,,,,,,44,Chocolate bar,5,,,,0,,,,112.127,112.46,1,0.267,tap,1,1,0,0,0,21,0,21,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,114.444,114.778,,,,,,47,Gummy candies,5,,,,0,,,,113.093,114.194,1,1.017,kb,1,1,0,0,0,22,0,22,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,115.996,116.679,,,,,,47,Gummy candies,5,,,,0,,,,114.778,115.729,1,0.873,kb,1,1,0,0,0,23,0,23,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,118.53,118.98,,,,,,1,Apple slice,1,,,,0,,,,116.68,118.279,0,,none,1,0,1,0,0,24,0,24,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,120.364,120.964,,,,,,2,Cucumber slice,1,,,,1,,,,118.981,120.114,1,1.067,tap,0,0,0,1,0,25,0,25,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,122.832,123.152,,,,,,37,Pain au chocolat,4,,,,0,,,,120.964,122.565,0,,none,1,0,1,0,0,26,0,26,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,125.003,125.7,,,,,,6,Cut strawberry,1,,,,0,,,,123.152,124.75,0,,none,1,0,1,0,0,27,0,27,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,127,127.502,,,,,,41,"Chocolate snacks (e.g. Kinder, Knoppers)",5,,,,0,,,,125.7,126.734,1,0.984,tap,1,1,0,0,0,28,0,28,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,128.334,128.685,,,,,,58,Mochi,6,,,,0,,,,127.502,128.084,1,0.491,kb,1,1,0,0,0,29,0,29,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,130.037,130.702,,,,,,57,Fondant au chocolat,6,,,,0,,,,128.685,129.785,1,1.018,kb,1,1,0,0,0,30,0,30,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,132.554,132.907,,,,,,33,Cinnamon roll,4,,,,0,,,,130.702,132.304,0,,none,1,0,1,0,0,31,0,31,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,133.273,134.055,,,,,,24,Burger (beef),3,,,,1,,,,132.908,133.014,1,0.034,kb,0,0,0,1,0,32,0,32,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,135.372,136.139,,,,,,1,Apple slice,1,,,,0,,,,134.055,135.107,1,0.996,kb,1,1,0,0,0,33,0,33,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,137.556,138.241,,,,,,39,Muffin,4,,,,0,,,,136.139,137.29,1,1.084,kb,1,1,0,0,0,34,0,34,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,139.358,140.009,,,,,,57,Fondant au chocolat,6,,,,0,,,,138.242,139.107,1,0.788,kb,1,1,0,0,0,35,0,35,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,141.144,141.708,,,,,,53,Ice cream cup,6,,,,0,,,,140.009,140.878,1,0.791,kb,1,1,0,0,0,36,0,36,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,143.56,143.86,,,,,,33,Cinnamon roll,4,,,,0,,,,141.708,143.296,0,,none,1,0,1,0,0,37,0,37,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,144.643,145.044,,,,,,10,"Dried fruits (apricot, mango)",1,,,,0,,,,143.86,144.377,1,0.449,kb,1,1,0,0,0,38,0,38,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,146.901,147.437,,,,,,54,Ice cream cone,6,,,,0,,,,145.044,146.632,0,,none,1,0,1,0,0,39,0,39,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,148.297,148.913,,,,,,10,"Dried fruits (apricot, mango)",1,,,,0,,,,147.437,148.037,1,0.528,kb,1,1,0,0,0,40,0,40,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,150.763,151.297,,,,,,37,Pain au chocolat,4,,,,0,,,,148.913,150.513,0,,none,1,0,1,0,0,41,0,41,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,152.081,152.414,,,,,,31,Croissant,4,,,,0,,,,151.297,151.83,1,0.473,kb,1,1,0,0,0,42,0,42,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,153.298,153.749,,,,,,41,"Chocolate snacks (e.g. Kinder, Knoppers)",5,,,,0,,,,152.415,153.048,1,0.559,kb,1,1,0,0,0,43,0,43,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,154.765,155.433,,,,,,47,Gummy candies,5,,,,0,,,,153.749,154.515,1,0.699,kb,1,1,0,0,0,44,0,44,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,156.484,156.999,,,,,,53,Ice cream cup,6,,,,0,,,,155.434,156.232,1,0.737,kb,1,1,0,0,0,45,0,45,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,157.952,158.667,,,,,,39,Muffin,4,,,,0,,,,156.999,157.7,1,0.643,kb,1,1,0,0,0,46,0,46,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,159.651,160.168,,,,,,10,"Dried fruits (apricot, mango)",1,,,,0,,,,158.668,159.4,1,0.651,kb,1,1,0,0,0,47,0,47,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,161.569,162.27,,,,,,6,Cut strawberry,1,,,,0,,,,160.168,161.319,1,1.066,kb,1,1,0,0,0,48,0,48,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,163.636,164.421,,,,,,57,Fondant au chocolat,6,,,,0,,,,162.27,163.386,1,1.025,kb,1,1,0,0,0,49,0,49,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,165.608,165.988,,,,,,44,Chocolate bar,5,,,,0,,,,164.421,165.339,1,0.853,kb,1,1,0,0,0,50,0,50,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,167.207,167.589,,,,,,2,Cucumber slice,1,,,,1,,,,165.989,166.955,1,0.878,kb,0,0,0,1,0,51,0,51,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,168.724,169.239,,,,,,41,"Chocolate snacks (e.g. Kinder, Knoppers)",5,,,,0,,,,167.589,168.458,1,0.787,kb,1,1,0,0,0,52,0,52,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,170.209,170.859,,,,,,44,Chocolate bar,5,,,,0,,,,169.24,169.956,1,0.643,kb,1,1,0,0,0,53,0,53,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,172.207,172.592,,,,,,16,"Salted nuts (Cashew, peanuts, pistacchios)",2,,,,1,,,,170.859,171.941,1,1.001,kb,0,0,0,1,0,54,0,54,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,173.424,174.025,,,,,,39,Muffin,4,,,,0,,,,172.593,173.174,1,0.497,kb,1,1,0,0,0,55,0,55,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,175.327,175.792,,,,,,30,Onion rings,3,,,,1,,,,174.025,175.075,1,0.984,kb,0,0,0,1,0,56,0,56,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,176.86,177.16,,,,,,6,Cut strawberry,1,,,,0,,,,175.792,176.609,1,0.76,kb,1,1,0,0,0,57,0,57,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,178.611,179.111,,,,,,31,Croissant,4,,,,0,,,,177.161,178.36,1,1.135,kb,1,1,0,0,0,58,0,58,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,180.962,181.749,,,,,,11,Crisps,2,,,,1,,,,179.111,180.711,0,,none,0,0,0,0,1,59,0,59,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,182.998,183.464,,,,,,37,Pain au chocolat,4,,,,0,,,,181.749,182.734,1,0.916,kb,1,1,0,0,0,60,0,60,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,185.315,185.867,,,,,,50,Chocolate biscuit,5,,,,0,,,,183.464,185.064,0,,none,1,0,1,0,0,61,0,61,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,186.983,187.415,,,,,,17,"Salted nuts (Cashew, peanuts, pistacchios)",2,,,,1,,,,185.867,186.732,1,0.788,kb,0,0,0,1,0,62,0,62,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,189.267,189.599,,,,,,50,Chocolate biscuit,5,,,,0,,,,187.415,189.016,0,,none,1,0,1,0,0,63,0,63,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,191.454,192.121,,,,,,54,Ice cream cone,6,,,,0,,,,189.6,191.201,0,,none,1,0,1,0,0,64,0,64,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,193.518,194.102,,,,,,54,Ice cream cone,6,,,,0,,,,192.121,193.268,1,1.068,kb,1,1,0,0,0,65,0,65,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,195.503,195.852,,,,,,10,"Dried fruits (apricot, mango)",1,,,,0,,,,194.103,195.253,1,1.064,kb,1,1,0,0,0,66,0,66,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,196.953,197.454,,,,,,37,Pain au chocolat,4,,,,0,,,,195.852,196.69,1,0.765,kb,1,1,0,0,0,67,0,67,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,199.311,199.639,,,,,,58,Mochi,6,,,,0,,,,197.455,199.044,0,,none,1,0,1,0,0,68,0,68,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,200.706,201.139,,,,,,33,Cinnamon roll,4,,,,0,,,,199.64,200.439,1,0.718,kb,1,1,0,0,0,69,0,69,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,202.107,202.473,,,,,,58,Mochi,6,,,,0,,,,201.139,201.857,1,0.637,kb,1,1,0,0,0,70,0,70,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,203.473,204.108,,,,,,58,Mochi,6,,,,0,,,,202.473,203.223,1,0.667,kb,1,1,0,0,0,71,0,71,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,204.89,205.208,,,,,,33,Cinnamon roll,4,,,,0,,,,204.108,204.624,1,0.435,kb,1,1,0,0,0,72,0,72,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,207.06,207.793,,,,,,28,Burger (vegetarian),3,,,,1,,,,205.208,206.808,0,,none,0,0,0,0,1,73,0,73,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,208.377,209.16,,,,,,54,Ice cream cone,6,,,,0,,,,207.793,208.112,1,0.258,kb,1,1,0,0,0,74,0,74,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,209.943,210.41,,,,,,17,"Salted nuts (Cashew, peanuts, pistacchios)",2,,,,1,,,,209.16,209.677,1,0.43,kb,0,0,0,1,0,75,0,75,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,212.277,212.611,,,,,,50,Chocolate biscuit,5,,,,0,,,,210.41,212.012,0,,none,1,0,1,0,0,76,0,76,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,213.598,214.078,,,,,,53,Ice cream cup,6,,,,0,,,,212.612,213.331,1,0.658,kb,1,1,0,0,0,77,0,77,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,215.229,215.597,,,,,,53,Ice cream cup,6,,,,0,,,,214.078,214.979,1,0.825,kb,1,1,0,0,0,78,0,78,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,217.048,217.45,,,,,,44,Chocolate bar,5,,,,0,,,,215.598,216.781,1,1.1,kb,1,1,0,0,0,79,0,79,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,220.049,220.349,,,221.166,221.549,,,,,,2,Cucumber slice,1,,,,1,,217.45,220.049,220.351,220.916,1,0.477,kb,1,1,0,0,0,0,0,0,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,222.519,223.235,,,,,,30,Onion rings,3,,,,1,,,,221.549,222.253,1,0.647,kb,1,1,0,0,0,1,0,1,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,224.535,224.968,,,,,,33,Cinnamon roll,4,,,,0,,,,223.235,224.284,1,0.97,kb,0,0,0,1,0,2,0,2,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,226.068,226.637,,,,,,30,Onion rings,3,,,,1,,,,224.968,225.818,1,0.758,kb,1,1,0,0,0,3,0,3,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,228.505,229.154,,,,,,27,Kebab,3,,,,1,,,,226.637,228.24,0,,none,1,0,1,0,0,4,0,4,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,229.921,230.47,,,,,,1,Apple slice,1,,,,0,,,,229.155,229.671,1,0.419,kb,0,0,0,1,0,5,0,5,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,231.738,232.306,,,,,,12,Crisps,2,,,,1,,,,230.471,231.488,1,0.952,kb,1,1,0,0,0,6,0,6,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,233.247,233.573,,,,,,50,Chocolate biscuit,5,,,,0,,,,232.306,232.973,1,0.587,kb,0,0,0,1,0,7,0,7,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,235.442,235.773,,,,,,2,Cucumber slice,1,,,,1,,,,233.574,235.179,0,,none,1,0,1,0,0,8,0,8,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,236.709,237.124,,,,,,1,Apple slice,1,,,,0,,,,235.774,236.442,1,0.6,kb,0,0,0,1,0,9,0,9,0,1,,,,,,,
,,,hugofraud,001,2026-04-13_11h02.34.755,GNG,2024.2.4,Win32,60.0240096,,,,,,,,,237.941,238.509,,,,,,16,"Salted nuts (Cashew, peanuts, pistacchios)",2,,,,1,,,,237.124,237.691,1,0.505,kb,1,1,0,0,0,10,0,10,0,1,,,,,,,
