ruleOrder,Setup.started,Setup.stopped,participant,lang,date,expName,psychopyVersion,OS,frameRate,hub,task,GNG_instructions.started,GNG_instructions.stopped,Practice_instructions.started,Practice_instructions.stopped,Fixation.started,Fixation.stopped,Practice.started,Practice.stopped,ITI.started,ITI.stopped,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,Food_item,Food_name,Category,Cat_name,Meat,Image_file0,Cond,Practice_image_file,Block_start_2.started,Block_start_2.stopped,Trial.started,Trial.stopped,responded,rt,resp_source,isGo,hit,miss,false_alarm,correct_rejection,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,block_loop.ran,Bye.started,Bye.stopped
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,66.527,67.161,,,,,,15,Flute,2,,,,1,,,,65.826,66.262,1,0.368,tap,1,1,0,0,0,38,0,38,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,67.813,68.33,,,,,,28,Burger (vegetarian),3,,,,1,,,,67.162,67.553,1,0.342,tap,1,1,0,0,0,39,0,39,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,68.964,69.465,,,,,,11,Crisps,2,,,,1,,,,68.33,68.705,1,0.309,tap,1,1,0,0,0,40,0,40,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,70.183,70.767,,,,,,35,Foccacia,4,,,,1,,,,69.465,69.921,1,0.389,tap,1,1,0,0,0,41,0,41,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,71.568,72.186,,,,,,5,Bell pepper,1,,,,1,,,,70.767,71.308,1,0.475,tap,1,1,0,0,0,42,0,42,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,72.921,73.655,,,,,,28,Burger (vegetarian),3,,,,1,,,,72.187,72.657,1,0.404,tap,1,1,0,0,0,43,0,43,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,74.357,74.824,,,,,,9,Healthy cracker (Darvida),1,,,,1,,,,73.656,74.099,1,0.394,tap,1,1,0,0,0,44,0,44,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,75.542,75.976,,,,,,54,Ice cream cone,6,,,,0,,,,74.824,75.277,1,0.385,tap,0,0,0,1,0,45,0,45,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,77.83,78.397,,,,,,47,Gummy candies,5,,,,0,,,,75.976,77.579,0,,none,0,0,0,0,1,46,0,46,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,79.065,79.616,,,,,,49,Chocolate cookies,5,,,,0,,,,78.397,78.806,1,0.343,tap,0,0,0,1,0,47,0,47,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,80.434,80.751,,,,,,30,Onion rings,3,,,,1,,,,79.616,80.176,1,0.493,tap,1,1,0,0,0,48,0,48,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,81.569,82.103,,,,,,9,Healthy cracker (Darvida),1,,,,1,,,,80.751,81.31,1,0.491,tap,1,1,0,0,0,49,0,49,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,83.072,83.389,,,,,,15,Flute,2,,,,1,,,,82.103,82.815,1,0.643,tap,1,1,0,0,0,50,0,50,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,84.14,84.557,,,,,,25,French fries,3,,,,1,,,,83.39,83.88,1,0.425,tap,1,1,0,0,0,51,0,51,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,85.341,85.842,,,,,,35,Foccacia,4,,,,1,,,,84.558,85.084,1,0.459,tap,1,1,0,0,0,52,0,52,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,86.594,86.894,,,,,,22,Pizza (vegetarian),3,,,,1,,,,85.843,86.331,1,0.421,tap,1,1,0,0,0,53,0,53,0,1,,,,,,,
